"","n.patches","r1","r2","pred.avg.size","mean.sim.size","mean.transition.time","T.absorp","T.eq","T.QED"
"1",4,0.001,0.001,2.08669910076776,1.59635440931792,215.219353205115,4646.39598234457,393.893567781607,560.293324869238
"2",4,0.001,0.101,0.927331239684716,0.793586785979422,3.50245652361238,10.1924081231754,97.214530891614,257.21757591153
"3",4,0.001,0.201,0.913909847101546,1.24601622632654,1.82636977291112,5.04902646032922,7.75369582153069,253.677282072594
"4",4,0.001,0.301,0.909323624932702,1.11441795475744,1.90884899848958,3.35526455241442,10.3218140039797,252.467351739582
"5",4,0.001,0.401,0.907008485507746,0.464127109976821,1.88286160095552,2.51237668553106,8.37052801948952,251.856540935649
"6",4,0.001,0.501,0.905612223708465,0.499234996547308,0.668936065098271,2.00793669306563,8.95754917528648,251.488149556135
"7",4,0.001,0.601,0.904678360944733,0.797885878115972,0.919437923263448,1.6721855202838,3.89717320428485,251.241753447465
"8",4,0.001,0.701,0.904009826359249,0.691781459732126,0.915945090913549,1.43262991882267,8.4513543571676,251.065360876691
"9",4,0.001,0.801,0.903507606919852,0.749977695958618,0.382805246973627,1.25310948137197,3,250.932849233851
"10",4,0.001,0.901,0.903116505087144,0.704709755740386,0.621634513274066,1.11356933945627,1,250.829655457921
"11",4,0.101,0.001,3.75839494254353,2.22100678222435,4.42993997374982,268821975.748896,554.80537525364,9.8039219261759
"12",4,0.101,0.101,2.08669910076776,0.546980459567557,3.30713560789146,46.0039206172729,78.3868492970158,5.54745866207167
"13",4,0.101,0.201,1.67713335407803,0.563364611290257,2.25982441277252,12.5892562455509,1,4.49302523079087
"14",4,0.101,0.301,1.48843317172668,0.715173563994989,0.930985629145101,6.56466694454233,2,4.00529744863716
"15",4,0.101,0.401,1.37738055259726,0.633125472389213,0.870752607278839,4.29162145509463,24.2358519329876,3.71764022068982
"16",4,0.101,0.501,1.30333178526558,0.579931216477121,0.625606317394613,3.14112380188263,5.20342898045509,3.5255634821469
"17",4,0.101,0.601,1.25005600897505,0.55856025838436,0.885277057944044,2.45836907010071,7.61194543313926,3.38723264744278
"18",4,0.101,0.701,1.2097070727844,0.495122941562368,0.478991899193715,2.01068161800213,17.2538849299787,3.28238828041359
"19",4,0.101,0.801,1.17799458950302,0.875168039341825,0.272884978238082,1.69637044972579,3,3.19993734253064
"20",4,0.101,0.901,1.15236044777869,0.657554607870127,0.369318496289532,1.46446448430543,10.6479065045556,3.13325871249877
"21",4,0.201,0.001,3.77742043251167,1.5644103102884,62.7144247766986,2074305414.53326,697.723580440176,4.95049506131971
"22",4,0.201,0.101,2.56973123567409,0.848661350550272,1.42832923429513,115.267691227564,87.8793558030097,3.40919308274547
"23",4,0.201,0.201,2.08669910076776,0.572100869714482,0.928618837163139,23.1163979221123,28.9918015311759,2.78752897944895
"24",4,0.201,0.301,1.83353546731814,0.495334041904423,2.05995624858369,10.4654435753957,8,2.46034276312137
"25",4,0.201,0.401,1.67585880481521,0.830858355636111,0.878079692578819,6.2994235735471,21.2422884299372,2.25603610891643
"26",4,0.201,0.501,1.56712959914,0.482638767079853,0.440707727522938,4.36368139859431,50.2145878034999,2.11489953768021
"27",4,0.201,0.601,1.48704997642466,0.519946394801338,0.849319075857888,3.28203748747006,26.0008959997037,2.01081327150189
"28",4,0.201,0.701,1.42530352883457,1.04322763930607,0.502142882688722,2.6042190662616,8.46568670838085,1.93047313559743
"29",4,0.201,0.801,1.37606065776519,0.917968720348072,0.778200087727351,2.1450278783102,9.39908698080941,1.86634856616228
"30",4,0.201,0.901,1.33576228599998,0.785009509679147,0.34622602153195,1.8159295011305,2,1.81383577191476
"31",4,0.301,0.001,3.78384701397414,2.61163482767097,4.37133335804228,6916456810.84044,92.3329629004725,3.31125827973097
"32",4,0.301,0.101,2.84743967158375,0.588904574146545,0.68129160592022,233.897246387895,35.2369309846776,2.51430249452568
"33",4,0.301,0.201,2.36667532194848,0.250911424479535,0.612700422096344,37.9718027142662,38.517809385024,2.10232137375632
"34",4,0.301,0.301,2.08669910076776,0.730979984738393,0.635828402101441,15.4365315028059,20.5632211325511,1.86143961750577
